reviewId,sentenceId,text,aspect_term,polarity
_1282,957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Lasagna Menu,1
_1283,957145:4,I lOVE THIS PLACE!,PLACE,1
_1284,958809:1,I have to say I have never had a disapointing meal here.,meal,1
_1285,958809:2,We could have made a meal of the yummy dumplings from the dumpling menu.,dumplings,1
_1286,958809:3,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon,1
_1287,958809:3,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Sea Bass,1
_1288,958809:3,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Crispy Duck,1
_1289,ADLT#8:0,Love Al Di La,Al Di La,1
_1290,ADLT#8:1,I recommend this place to everyone.,place,1
_1291,ADLT#8:2,Great food.,food,1
_1292,ADLT#2:1,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",pastas,1
_1293,ADLT#2:1,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",risottos,1
_1294,ADLT#2:1,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",sepia,1
_1295,ADLT#2:1,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",braised rabbit,1
_1296,BFC#4:1,The food here was mediocre at best. ,food,-1
_1297,BFC#4:2,It was totally overpriced- fish and chips was about $15.... ,fish and chips,-1
_1298,BHD#9:0,Tasty Dog!,Dog,1
_1299,BHD#9:1,"An awesome organic dog, and a conscious eco friendly establishment.",dog,1
_1300,BHD#9:1,"An awesome organic dog, and a conscious eco friendly establishment.",establishment,1
_1301,BzG#1:0,The Cypriot restaurant has a lot going for it.,Cypriot restaurant,1
_1302,BzG#1:1,But the best pork souvlaki I ever had is the main thing.,pork souvlaki,1
_1303,EVPK#10:0,Super YUMMY Pizza!,Pizza,1
_1304,EVPK#10:1,I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,restaurant,1
_1305,EVPK#10:2,"I LOOOVE their eggplant pizza, as well as their pastas!",eggplant pizza,1
_1306,EVPK#10:2,"I LOOOVE their eggplant pizza, as well as their pastas!",pastas,1
_1307,EVPK#10:3,"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!",half/half pizza,1
_1308,Z#3:0,"Excellent food, although the interior could use some help.",food,1
_1309,Z#3:0,"Excellent food, although the interior could use some help.",interior,-1
_1310,Z#3:1,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",space,-1
_1311,Z#3:2,"I paid just about $60 for a good meal, though :)",meal,1
_1312,Z#3:2,"I paid just about $60 for a good meal, though :)",meal,1
_1313,Z#3:3,Great sake!,sake,1
_1314,Y#7:0,"Reliable, Fresh Sushi",Sushi,1
_1315,Y#7:2,The sashimi is always fresh and the rolls are innovative and delicious.,sashimi,1
_1316,Y#7:2,The sashimi is always fresh and the rolls are innovative and delicious.,rolls,1
_1317,Y#7:2,The sashimi is always fresh and the rolls are innovative and delicious.,rolls,1
_1318,Y#7:3,Have never had a problem with service save a missing rice once.,service,1
_1319,Y#7:4,Delivery can be spot on or lacking depending on the weather and the day of the week.,Delivery,-1
_1320,Y#7:5,Delivery guy sometimes get upset if you don't tip more than 10%.,Delivery guy,-1
_1321,Y#3:0,Best. Sushi. Ever.,Sushi,1
_1322,Y#3:1,This place has ruined me for neighborhood sushi.,sushi,1
_1323,Y#3:3,"Excellent sashimi, and the millennium roll is beyond delicious.",sashimi,1
_1324,Y#3:3,"Excellent sashimi, and the millennium roll is beyond delicious.",millennium roll,1
_1325,Y#2:1,"The place is a bit hidden away, but once you get there, it's all worth it.",place,0
_1326,Y#2:1,"The place is a bit hidden away, but once you get there, it's all worth it.",place,1
_1327,Y#2:2,not only is the food,food,1
_1328,WE#9:3,"The waiter was attentive, the food was delicious and the views of the city were great.",waiter,1
_1329,WE#9:3,"The waiter was attentive, the food was delicious and the views of the city were great.",food,1
_1330,WE#9:3,"The waiter was attentive, the food was delicious and the views of the city were great.",views of the city,1
_1331,TR#3:0,Great place to relax and enjoy your dinner,place,1
_1332,TR#3:1,There is something about their atmosphere that makes me come back nearly every week.,atmosphere,1
_1333,TR#3:2,"Place is open till late, no dress code.",Place,1
_1334,TR#3:3,Good food: my favorite is the seafood spaghetti.,food,1
_1335,TR#3:3,Good food: my favorite is the seafood spaghetti.,seafood spaghetti,1
_1336,TM#7:0,Excellent food for great prices,food,1
_1337,TM#7:0,Excellent food for great prices,food,1
_1338,TM#7:2,The wait staff is very courteous and accomodating.,wait staff,1
_1339,TM#7:3,"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.",space,-1
_1340,TM#7:3,"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.",indo-chinese food,1
_1341,RL#7:1,my favorite place lol,place,1
_1342,RL#7:2,i love their chicken pasta cant remember the name but is sooo good,chicken pasta,1
_1343,RL#3:1,"im not necessarily fanatical about this place, but it was a fun time for low pirces.",place,1
_1344,RL#3:1,"im not necessarily fanatical about this place, but it was a fun time for low pirces.",place,1
_1345,RL#3:2,"lobster was good, nothing spectacular.",lobster,0
_1346,RL#3:3,"its just a fun place to go, not a five star restaraunt.",restaraunt,0
_1347,PP#9:1,I think the pizza is so overrated and was under cooked.,pizza,-1
_1348,PP#9:2,Had no flavor and the staff is rude and not attentive.,staff,-1
_1349,PP#4:0,I love this place,place,1
_1350,PP#4:2,The service was quick and friendly.,service,1
_1351,PP#4:4,I thought the restaurant was nice and clean.,restaurant,1
_1352,PP#4:4,I thought the restaurant was nice and clean.,restaurant,1
_1353,PP#4:5,I ordered the vitello alla marsala and I was pretty impressed.,vitello alla marsala,1
_1354,PP#4:6,The veal and the mushrooms were cooked perfectly.,veal,1
_1355,PP#4:6,The veal and the mushrooms were cooked perfectly.,mushrooms,1
_1356,PP#4:7,The potato balls were not dry at all... in fact it was buttery.,potato balls,1
_1357,P#1:0,WORST PLACE ON SMITH STREET IN BROOKLYN,PLACE,-1
_1358,P#1:1,"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",bartender,-1
_1359,P#1:1,"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",service,-1
_1360,P#1:1,"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",food,-1
_1361,P#1:1,"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",waitresses,-1
_1362,P#1:2,I would never recommend this place to anybody even for a casual dinner.,place,-1
_1363,RL#9:1,the food is always fresh ...,food,1
_1364,Y#5:0,overpriced japanese food with mediocre service,japanese food,-1
_1365,Y#5:0,overpriced japanese food with mediocre service,service,0
_1366,Y#5:2,Chicken teriyaki had tomato or pimentos on top??,Chicken teriyaki,-1
_1367,Y#5:3,food was luke warm.,food,-1
_1368,Y#5:4,The waitress was not attentive at all.,waitress,-1
_1369,Y#5:5,I was looking for banana tempura for dessert and they dont have.,dessert,-1
_1370,TFS#8:0,"Not because you are ""The Four Seasons""... â€“ you are allowed to charge an arm and a leg for a romatic dinner.",The Four Seasons,-1
_1371,TFS#8:1,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",food,1
_1372,TFS#8:1,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",service,1
_1373,TFS#8:1,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",The Four Seasons,-1
_1374,TFS#8:2,I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,dinner,-1
_1375,Y#4:0,"Red Dragon Roll - my favorite thing to eat, of any food group - hands down",Red Dragon Roll,1
_1376,Y#4:1,Just go to Yamato and order the Red Dragon Roll.,Yamato,1
_1377,Y#4:1,Just go to Yamato and order the Red Dragon Roll.,Red Dragon Roll,1
_1378,Y#4:3,The Seafood Dynamite is also otherworldly.,Seafood Dynamite,1
_1379,Y#6:0,Favorite Sushi in NYC,Sushi,1
_1380,Y#6:2,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",spot,1
_1381,Y#6:2,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",sushi,1
_1382,Y#6:2,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",service,1
_1383,Y#6:3,"In the summer months, the back garden area is really nice.",back garden area,1
_1384,Y#6:4,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,rolls,1
_1385,Y#6:4,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,japanese food,1
_1386,Y#6:4,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,japanese food,1
_1387,Y#6:5,"The Dancing, White River and Millenium rolls are musts.","Dancing, White River and Millenium rolls",1
_1388,RL#4:1,I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ...),PLACE,1
_1389,P#10:0,Gross food â€“ Wow-,food,-1
_1390,P#10:1,I can't remember the last time I had such gross food in New York.,food,-1
_1391,P#10:2,My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,quesadilla,-1
